SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,No,No,-1.2367242199587352,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6750781919864114,-0.9709097307365347,No
0,No,No,-1.1960038562387048,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,-1.4960059100684764,-0.9814390226775014,Yes
0,No,No,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6859335511496436,-0.8193938819256434,Yes
0,Yes,Yes,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.8354952811645946,1.7927534789259902,No
0,Yes,No,0.18848851024232702,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.3227772279511935,-0.11088511163380596,No
0,Yes,Yes,1.3286586944031769,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.3074456292117733,1.950516266142109,No
0,No,Yes,1.4100994218432374,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3905354792200795,2.190968209775127,No
0,No,Yes,0.6771328748826912,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.3469269631157543,0.6164748438102026,Yes
0,Yes,Yes,0.7178532386027215,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.19071804510013865,0.5318652504984097,No
0,Yes,Yes,-0.30015585439803716,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Electronic check,-1.5009913010689746,-0.8259057081784426,No
0,No,Yes,-0.62591876415828,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,-0.29618847594853537,-0.5935328438963547,Yes
0,Yes,Yes,1.2879383306831464,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,-1.3530913680541898,-0.3190869598249955,No
0,Yes,No,-0.30015585439803716,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),-0.8861264110075091,-0.5790081602545181,No
1,No,No,-0.38159658183809786,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3838882912194153,0.08899484334617938,Yes
1,Yes,No,-0.3408762181180675,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,-1.0140847800203006,-0.6417865801289608,No
0,No,No,0.18848851024232702,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1728400721983174,0.674860540212418,No
0,No,No,-0.46303730927815856,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.12923155609399228,-0.3482025490705616,No
0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6302096729819263,-0.9872003333621812,No
0,No,No,-0.9109613101984924,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.3652067301175816,-0.6642578991979421,No
0,No,No,-1.0738427650786138,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6526976111463211,-0.7618028490661426,Yes
0,Yes,No,0.758573602322752,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),1.0515288911861906,1.1607090006331224,No
0,No,No,-0.9109613101984924,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,-1.4694171580658184,-0.9247088753226077,No
0,No,No,-1.0738427650786138,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),-0.4590445819648154,-0.871620935871822,No
0,Yes,Yes,0.5956921474426305,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.8554368451665879,0.8990439552070875,No
0,Yes,Yes,1.1657772395230555,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,0.48651791112970877,1.1207550836244229,No
0,No,No,0.7992939660427822,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),-0.19980424993890028,0.3340381763371035,No
0,Yes,Yes,0.10704778280226633,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.17653909193657447,-0.06402203660095016,No
0,Yes,No,1.5729808767233588,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3606231332170895,2.291382777992019,No
0,No,No,-1.0738427650786138,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,-0.28289409994720643,-0.8356403365766948,Yes
0,Yes,No,0.5142514200025698,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),-0.3809401229570078,0.006327760916577491,No
1,No,No,-1.2367242199587352,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6909189421501416,-0.9246647273480125,Yes
0,No,No,-1.1552834925186746,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.12923155609399228,-0.8920835220967194,Yes
0,No,No,-1.2367242199587352,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.3447823830533592,-0.990445209494932,No
0,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.4350022041245586,-0.8753293657378227,Yes
0,No,No,0.758573602322752,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),-0.1615829189350795,0.3362676490541634,No
0,Yes,Yes,1.125056875803025,Yes,Yes,No,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),-1.3564149620545218,-0.3423750164239888,No
0,No,No,-0.9516816739185228,Yes,No,No,No,No,No,No,No internet service,No,One year,Yes,Mailed check,-1.4827115340671475,-0.9351498713143839,No
0,No,No,-1.1960038562387048,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.3489905542159264,-0.8647117778476656,Yes
0,No,No,-0.62591876415828,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.0266019361836989,-0.2833933223647375,No
0,No,No,-0.9924020376385531,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.7407728521551253,-0.6709683913364198,Yes
0,Yes,Yes,0.5549717837226001,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.5396954151350245,0.6906655151175167,No
0,No,No,1.4508197855632678,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.5878875281398422,1.485439427768469,No
0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,-0.3742929349563432,-0.9838009393183471,Yes
0,Yes,No,-1.1552834925186746,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),-1.4710789550659844,-0.9725211318092611,No
0,No,No,-1.2774445836787656,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.3181936310507012,-0.9963389641033976,Yes
0,No,Yes,-0.1779947632379461,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),-0.34438058895335305,-0.3378719230152736,No
0,No,No,0.26992923768238775,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),-0.2047896409393986,-0.02534841085551295,No
0,No,No,-0.8702409464784621,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.6659919871476498,-0.6150549815115381,No
0,Yes,No,1.5729808767233588,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),-0.11172900893009581,0.8955121172394677,No
0,No,Yes,-1.2367242199587352,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4744025490663168,-0.9884806246254434,No
1,Yes,No,-0.0965540357978854,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.4948268961305394,0.036745715412703404,Yes
0,No,No,-0.62591876415828,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.4827115340671475,-0.8512907935707101,No
0,Yes,No,0.9214550572028734,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.9867188081797118,1.2322507934647218,No
0,No,No,1.0436161483629645,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.4998122871310375,0.9910924822381796,No
0,No,No,-1.1145631287986442,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,-0.3510277769540174,-0.8713339740369528,Yes
1,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,-1.505976692069473,-0.9988333246680291,Yes
1,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3087056321119333,-0.7078981720853447,No
0,No,No,-0.2594354906780068,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.518869273970796,-0.4611772160598013,No
0,No,No,0.7178532386027215,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Credit card (automatic),-1.5076384890696393,-0.5553669198587629,No
0,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.624848856243503,2.6050982854658513,No
0,No,Yes,0.43281069256250915,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1.3705939152180862,0.9934985468536205,No
0,No,No,0.9621754209229036,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),-1.289943082047877,-0.369901278584126,No
0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.517609271070636,-0.9989878425791124,No
0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.284180471209448,2.247455543269747,Yes
0,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),1.1894580421999785,2.226463181349707,No
0,Yes,No,0.14776814652229667,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0182929511828682,0.5263688276613012,No
0,No,No,-1.1145631287986442,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.34526516611558833,-0.8340730834785635,No
0,No,No,-0.7888002190384014,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6543594081464871,-0.5400696466615095,Yes
1,No,No,0.47353105628253944,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),0.8105683261621028,0.7544151904330549,No
1,Yes,Yes,1.5322605130033284,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1.433742201224399,2.2930162530520435,No
0,No,No,0.47353105628253944,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),-1.504314895069307,-0.6385637779835077,No
1,Yes,No,-0.015113308357824713,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7042133181514708,0.1530535544838842,Yes
0,Yes,No,1.4915401492832983,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),-1.3231790220511994,-0.24880338426936074,No
1,No,No,-0.6666391278783103,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,-0.17820088893674074,-0.5553889938460604,Yes
1,Yes,Yes,1.4508197855632678,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),-1.504314895069307,-0.48049195494522223,No
0,No,No,-0.6666391278783103,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.1724382780983114,-0.4752162719810901,No
0,Yes,Yes,1.4508197855632678,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6011819041411709,1.5427655727803984,No
0,No,No,-1.1552834925186746,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.5209328650709681,-0.972587353771154,No
0,Yes,Yes,-0.2594354906780068,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),-0.8611994560050172,-0.5548371441636198,No
0,No,No,-0.13727439951791576,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1353959610324276,-0.6293589252803985,Yes
0,No,Yes,-1.1145631287986442,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),-1.4760643460664828,-0.9535595767206022,No
0,Yes,No,1.5322605130033284,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),1.0049985751815391,1.9076265088228257,No
0,Yes,No,-0.3408762181180675,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.32033821111309646,-0.2512094488848017,No
1,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.45494376812655235,1.5011781807116749,No
0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.3170146171127639,-0.9746181606025355,No
0,Yes,No,1.5322605130033284,No,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),-0.45572098796448335,0.5974249927723531,No
0,Yes,Yes,0.14776814652229667,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),-1.5142856770703037,-0.6971039922968065,No
1,No,No,0.22920887396235737,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.156222102196656,0.6411756355962438,Yes
0,No,No,-0.62591876415828,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.17410007509847744,-0.5021465364841914,Yes
0,Yes,Yes,0.35136996512244845,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.4736253292283856,0.9590410526820294,No
0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6468276429835875,-0.9874210732351574,Yes
0,No,No,-1.2367242199587352,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-1.1603229160349193,-0.9740442369327973,Yes
0,No,No,-0.748079855318371,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.3884718881199074,-0.5140444156376107,No
1,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1.0083221691818711,-0.9278433815188702,Yes
0,No,No,-1.2774445836787656,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4943441130683104,-0.9986788067569455,Yes
0,Yes,Yes,-0.7888002190384014,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.2671607071077802,-0.5968218680037007,No
0,No,No,-1.0738427650786138,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.5225946620711341,-0.9587911117101391,No
0,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.395119076120572,-0.8601424624770575,Yes
0,Yes,Yes,-1.1145631287986442,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1.1429277261953275,-0.802109949871604,Yes
0,Yes,No,-0.7073594915983407,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,1.2293411702039656,-0.2704138178337346,No
0,No,No,0.5956921474426305,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.35523594811658493,0.5576697416493321,No
0,No,No,-0.9924020376385531,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,-0.021991970921125294,-0.7848922397794572,No
0,No,No,-0.62591876415828,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.2999138640488739,-0.8130807215585231,No
0,Yes,Yes,-0.7073594915983407,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,0.3436033691154218,-0.49903410427522643,No
0,No,No,-0.2594354906780068,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),1.0332491241843629,0.08539678341666662,No
0,No,No,-0.38159658183809786,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,-0.34438058895335305,-0.4559015330956691,No
1,No,No,-1.1552834925186746,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.2654989101076142,-0.8671399164504042,No
0,No,Yes,-0.13727439951791576,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.4926823160681442,-0.7712063676549303,No
0,No,No,-0.30015585439803716,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.5192710680708021,-0.8037654989189258,No
0,No,No,-0.9516816739185228,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6584602219847502,-0.8171423352212859,Yes
0,Yes,No,-0.5851984004382496,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-0.5055748979694671,-0.619646370869444,Yes
1,No,No,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0000131841810405,-0.8591932810232596,No
0,Yes,Yes,1.4915401492832983,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),-0.6152534999804311,0.37061477328926645,No
0,No,No,-0.748079855318371,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.5093002860698053,-0.8640274842414393,No
0,No,No,-0.5444780367182193,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,0.16080569909714826,-0.39175452600877375,No
1,No,No,0.26992923768238775,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0.8620840331672525,0.4994606371454977,No
0,No,No,-0.055833672077855064,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.217708591202803,0.3804376976367091,No
0,Yes,Yes,-0.3408762181180675,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.479387940066815,-0.8132793874442017,No
0,Yes,No,-0.748079855318371,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.5305018529719588,-0.714100962515977,No
0,Yes,No,1.2879383306831464,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0.31867641411292996,1.0938248191213216,No
0,No,No,0.7178532386027215,Yes,No,No,No,No,No,No,No internet service,No,One year,Yes,Mailed check,-1.5093002860698053,-0.5513715281578929,No
0,Yes,Yes,0.7992939660427822,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,0.13255515009432434,0.5301876274637902,No
0,No,No,-0.1779947632379461,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,1.1778254631988159,0.1794761172791401,No
0,No,No,-0.46303730927815856,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),-1.4594463760648215,-0.8152660463009879,No
0,No,Yes,-0.30015585439803716,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.0349109211845293,0.0736534221743307,Yes
0,Yes,No,-0.62591876415828,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.5093002860698053,-0.8718858237193934,No
0,Yes,No,1.0436161483629645,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),-0.6567984249845842,0.17987344905049735,No
1,Yes,No,-0.62591876415828,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.5563133851366857,-0.4206052274067683,Yes
0,Yes,No,0.758573602322752,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,No,Mailed check,-1.304899255049372,-0.44177418122518974,No
0,Yes,Yes,1.6137012404433893,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,-0.5271782589716266,0.5496789582475923,No
0,Yes,No,0.7992939660427822,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.642726829145324,0.9124207915094473,Yes
0,No,No,-0.21871512695797646,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,-1.5009913010689746,-0.7596837462855706,No
0,No,No,-1.1960038562387048,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4876969250676457,-0.979341993884227,No
0,Yes,No,1.2879383306831464,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0.5496661971360212,1.257061955187251,No
0,Yes,No,0.5142514200025698,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.0116457631822036,0.8846737894763342,No
1,Yes,No,-1.1960038562387048,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,-0.9409657120129912,-0.9660534535310574,Yes
0,Yes,No,1.5729808767233588,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6161380771426661,1.5948822567900887,No
1,No,No,-1.2774445836787656,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.3198554280508674,-0.9963610380906951,Yes
0,Yes,Yes,1.0436161483629645,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Credit card (automatic),-1.477726143066649,-0.49497249061246357,No
0,Yes,Yes,0.06632741908223598,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8338334841644282,0.35752489882177535,No
0,No,No,-0.9924020376385531,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.49560411596847015,-0.8460371845938757,Yes
0,Yes,Yes,-0.7073594915983407,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4943441130683104,-0.8869182090690754,No
0,Yes,Yes,1.369379058123207,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),-0.33607160395252245,0.5960343315726027,No
1,No,No,-0.8295205827584317,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.1769408860365806,-0.8391280265697194,No
0,No,No,1.0436161483629645,Yes,No,No,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),-1.51594747407047,-0.5502678287930117,No
0,Yes,Yes,-1.1960038562387048,Yes,No,No,No,No,No,No,No internet service,No,Two year,No,Mailed check,-1.517609271070636,-0.9844631589372758,No
1,Yes,No,0.43281069256250915,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),-0.30615925794953225,0.026613755243093867,Yes
0,No,No,-0.9516816739185228,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.5247392421335293,-0.7187364998484781,No
0,No,No,-1.1960038562387048,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Mailed check,-1.479387940066815,-0.9759867478149883,No
0,Yes,Yes,-0.4223169455581282,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.1574821050968162,-0.3459951503407992,Yes
0,Yes,No,0.3106496014024181,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3705939152180862,0.8373692346975258,No
0,No,No,1.4508197855632678,Yes,Yes,No,No,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),-1.304899255049372,-0.20313230455057668,No
0,Yes,No,0.880734693482843,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3140928172124378,1.3227762153722775,Yes
0,No,No,0.7178532386027215,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,0.4931650991303729,0.7691826879351653,No
0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.3161300399505289,-0.9830283497629303,No
0,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.7740087921584478,1.8713810216801268,No
0,No,Yes,0.3106496014024181,Yes,No,No,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),-1.4744025490663168,-0.6299990709120296,No
0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.7561308192566265,2.6607909554177565,No
0,No,No,-1.0738427650786138,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,-1.4876969250676457,-0.959210517468794,No
0,No,No,-1.1145631287986442,Yes,No,No,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),-1.4993295040688086,-0.966781895111879,No
0,Yes,No,0.6364125111626608,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),0.19237984210030468,0.5026613653036531,No
0,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.966777244177718,-0.9659872315691646,Yes
0,Yes,Yes,1.2879383306831464,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,0.034509127084522986,0.788519500807884,No
0,No,No,-0.62591876415828,Yes,No,No,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),-1.4860351280674797,-0.8582440995694617,No
0,Yes,No,0.3106496014024181,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5064594751317021,0.3915188392601163,No
0,Yes,Yes,0.35136996512244845,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),-0.9758634490164798,-0.38387411254352194,No
1,No,No,0.758573602322752,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),0.4931650991303729,0.7473294405105175,No
0,Yes,No,0.35136996512244845,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.5147684601325326,0.510828740603774,No
